//////////////////////////////////////////////// SUNNY
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB TopCloudRGB BottomCloudRGB		BlurRGB					WaterRGBA
// Midnight
125 120 85   100 100 100   70 70 70   70 70 70   255 255 255 	90 180 255   	90 200 255	255 128 0    	255 128 0   2.5    1.0      0.3     150		0      150		2000.0   10.0	1.0				120 100 100	255 255 255	180 255 255			56  36  16				90 170 170 192
// 1PM
125 120 85   100 100 100   70 70 70   70 70 70   255 255 255 	90 180 255   	90 200 255	255 128 0    	255 128 0   2.5    1.0      0.3     150		0      150		2000.0   10.0	1.0				120 100 255	255 255 255	255 255 255			56  36  16				90 170 170 192
// 2PM
125 120 85   100 100 100   70 70 70   70 70 70   255 255 255 	50 61 107   	90 200 255	255 128 0    	255 128 0   2.5    1.0      0.3     150		0      150		2000.0   10.0	1.0				120 100 255	255 255 255	255 255 255			56  36  16				90 170 170 192
// 3PM	
125 120 85   100 100 100   70 70 70   70 70 70   255 255 255 	50 61 107   	90 200 255	255 128 0    	255 128 0   2.5    1.0      0.3     150		0      150		2000.0   10.0	1.0				120 100 255	255 255 255	255 255 255			56  36  16				90 170 170 192
// 4PM	
125 120 85   100 100 100   70 70 70   70 70 70   255 255 255 	90 200 255   	215 215 205	255 128 0    	255 128 0   2.5    1.0      0.3     150		0      150		2000.0   10.0	1.0				120 100 255	255 255 255	255 255 255			56  36  16				90 170 170 192
// 5PM
125 120 85   100 100 100   85 85 85   85 85 85   255 253 250 	90 155 255    	165 165 165	255 128 0      	255 120 120 7.0    1.0      0.8     140		0      100		2000.0   10.0	0.4				120 100 100	255 255 255	120 120 120			056  038  000			170 129 128 192
// 6PM
125 120 85   100 100 100   85 85 85   85 85 85   255 255 170 	114 163 192   	165 159 146	255 128 0      	255 0 0     7.5    1.0      0.9     120     0      50		2000.0   10.0	0.5				120 40 40	172 172 140	200 107 100			056  038  000			170 120 128 192
// 7PM
125 120 85   100 100 100   90 65 27   90 65 27   215 125 147 	109 142 157   	165 155 130	255 128 0      	255 0 0     7.5    1.0      1.0     110     40     0		2000.0   10.0	0.75			120 40 40	148 168 168	200 123 96			56  038  000			153 95  87  192
// 8PM
75 75 75   95 95 95   55 55 55   65 65 55   242 212 202 	109 142 189   	165 155 130	255 128 0      	155 0 0     2.0    1.0      1.0     100     60     0		2000.0   10.0	1.0				120 40 40	148 168 168	0 0 0				056  038  000			67  67  67  192
// 9PM
75 75 75   95 95 95   55 55 55   65 65 55   242 212 202 	30 20 50   		155 155 130	255 5 0        	55 0 0      2.5    1.0      1.0     100     80     0		2000.0   10.0	1.0				100 34 25	100 85 82	0 0 0				056  038  000			67  67  67  192
// 10PM
75 75 75   95 95 95   55 55 55   95 85 85   242 222 222	 		20 15 45    	66 66 64	255 5 8        	5 8 0       1.0    1.0      1.0     160     100    0	 	2000.0   10.0	1.0				70 27 10	95 52 53	0 0 0				056  038  000			67  67  62  192
// 11PM
75 75 75   95 95 95   55 55 55   95 85 85   242 222 222 	15 10 40   		55 45 45	255 5 0        	5 0 0       1.0    1.0      1.0     160     100    0	 	2000.0   10.0	1.0				30 20 0		23 32 33	30 33 34			056  038  000			67  67  62  192
//
///////////////////////////////////////////////////////////////////////////////////// CLOUDY
//
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          	Sky top			 	Sky bot			SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB 	TopCloudRGB 	BottomCloudRGB		BlurRGB					WaterRGBA
// Midnight	
40 40 30   40 40 30   40 40 30   40 40 30   200 200 210  	41 46 47         	31 36 37		10 10 0     	10 0 0      1.0    1.0      1.0     200     100    0		1150.0   -22.0	1.0    			30 20 0      	45 47 49     	23 28 30			056  056  056			55 55 66 205
// 1AM
40 40 30   40 40 30   40 40 30   40 40 30   200 200 214  	41 46 47         	31 36 37		10 10 0     	10 0 0      1.0    1.0      1.0     200	    100    0		1150.0   -22.0  1.0   			30 20 0    		45 47 49     	23 28 30			056  056  056			55 55 66 205
// 2AM
40 40 30   40 40 30   40 40 30   40 40 30   200 200 210  	41 46 47         	31 36 37		10 10 0     	10 0 0      1.0    1.0      1.0     200     100    0		1150.0   -22.0  1.0   			30 20 0    		45 47 49     	23 28 30			056  056  056			55 55 66 205
// 3AM
40 40 30   40 40 30   40 40 30   40 40 30   200 200 210  	41 46 47         	31 36 37		10 10 0   		10 0 0      1.0    1.0      1.0     200     100    0		1150.0   -22.0  1.0   			30 20 0      	45 47 49     	23 28 30			056  056  056			55 55 66 205
// 4AM
40 40 30   40 40 30   40 40 30   40 40 30   200 200 210   41 46 47         	31 36 37		10 10 0   		10 0 0      1.0    1.0      1.0     200     100    0		1150.0   -22.0  1.0   			30 20 0      	45 47 49     	23 28 30			056  056  056			55 55 66 205
// 5AM
40 40 30   40 40 30   40 40 30   40 40 30   200 200 210   41 46 47         	31 36 37		10 10 0   	  	10 0 0      1.0    1.0      1.0     200     100    0		1150.0   -22.0  1.0   			70 27 10     	45 47 49     	23 28 30			056  056  056			55 55 66 205
// 6AM
85 85 85   85 85 85   85 85 85   85 85 85   150 150 150   41 46 47         	31 36 37		10 10 0    		10 0 0      3.4    0.9      0.9     200     100    0		1150.0   -22.0  0.75 			100 34 25     	45 47 49     	23 28 30			056  056  056			77 77 88 192
// 7AM
85 85 85   85 85 85   85 85 85   85 85 85   150 150 150  	62 72 75         	62 72 75		10 10 0   	  	10 0 0      2.5    0.7      0.8     200     50     0		1150.0   -22.0  0.5  			120 40 40     	91 95 98     	46 58 61			056  056  056			77 77 88 192
// 8AM
85 85 85   85 85 85   85 85 85   85 85 85   150 150 150  	125 145 151    		125 145 151		10 10 0   	  	10 0 0      2.5    0.5      0.7     80 	   	0      40		1150.0   -22.0  0.4  			120 40 40     	182 191 197     92 116 123			056  056  056			118 118 118 192
// 9AM
85 85 85   85 85 85   85 85 85   85 85 85   215 215 215  	125 145 151    		125 145 151 	10 10 0   	  	10 0 0      2.0    0.5      0.7     80    	0      80		1150.0   -22.0  0.3  			120 40 40      	182 191 197     92 116 123			056  056  056			150 150 150 192
// 10AM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
// 11AM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
//
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          	Sky top				Sky bot			SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB 	TopCloudRGB 	BottomCloudRGB		BlurRGBA				WaterRGBA
// Midday
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
// 1PM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
// 2PM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
// 3PM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151	     	125 145 151 	10 10 0         10 0 0      2.5    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100    	182 191 197     92 116 123			056  056  056			125 125 125 192
// 4PM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      120		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
// 5PM
55 55 55   55 55 55   55 55 55   55 55 55   215 213 210  	125 145 151    		125 145 151 	10 10 0         10 0 0      3.0    0.7      0.8     80    	0      80		1150.0   -22.0  0.4  			120 100 100     182 191 197     92 116 123			056  056  056			125 124 128 192
// 6PM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	125 145 151    		125 145 151 	10 10 0         10 0 0      2.8    0.5      0.7     80    	0      40		1150.0   -22.0  0.3  			120 100 100     182 191 197     92 116 123			056  056  056			125 125 125 192
// 7PM
55 55 55   55 55 55   55 55 55   55 55 55   215 215 215  	62 72 75         	62 72 75 		10 10 0         10 0 0      3.5    1.0      1.0     80    	0      0		1150.0   -22.0  0.75  			120 100 100     91 95 98     	46 58 61			056  056  056			123 128 134 192
// 8PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  	62 72 75         	62 72 75   		10 10 0         10 0 0      2.0    1.0      1.0     80    	50     0		1150.0   -22.0  1.0  			120 100 100     91 95 98     	46 58 61			056  056  056			122 126 134 192
// 9PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215   62 72 75         	62 72 75   		10 10 0         10 0 0      2.5    1.0      1.0     200   	100    0		1150.0   -22.0  1.0  			120 100 100     91 95 98     	46 58 61			056  056  056			123 126 134 192
// 10PM	
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215   41 46 47         	31 36 37   		10 10 0         10 0 0      1.0    1.0      1.0	    200   	100    0		1150.0   -22.0  1.0   			70 27 10     	45 47 49     	23 28 30			056  056  056			77 77 88 192
// 11PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  	41 46 47         	31 36 37   		10 10 0         10 0 0      1.0    1.0      1.0     200   	100    0		1150.0   -22.0  1.0   			30 20 0      	45 47 49     	23 28 30			056  056  056			77 77 88 192
//
///////////////////////////////////////////////////////////////////////////////////// RAINY
//
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB TopCloudRGB	BottomCloudRGB		BlurRGB				WaterRGBA
// Midnight
34 72 96   34 72 96   34 72 96   34 72 96   197 197 195  10 10 10     	20 20 20	0 0 0        	0 0 0  	    1.0    1.0       1.0    200     100    0		650.0   5.0	    1.0   			30 20 0      50 50 50       0 0 0			016  048  010			59  68  77  192
// 1AM
34 72 96   34 72 96   34 72 96   34 72 96   197 197 195  10 10 10     	20 20 20	0 0 0        	0 0 0       1.0    1.0       1.0    200     100    0		650.0   5.0		1.0   			30 20 0      50 50 50       0 0 0			006  048  010			59  68  78  192
// 2AM
34 72 96   34 72 96   34 72 96   34 72 96   197 197 195  10 10 10     	20 20 20	0 0 0        	0 0 0       1.0    1.0       1.0    200     100    0		650.0   5.0		1.0   			30 20 0      50 50 50       0 0 0			000  048  010			54  59  65  192
// 3AM
17 36 48   17 36 48   17 36 48   17 36 48 	197 197 195  10 10 10     	20 20 20	0 0 0        	0 0 0       1.0    1.0       1.0    200     100    0		650.0   5.0		1.0   			30 20 0      50 50 50       0 0 0			000  048  020			54  59  65  192
// 4AM
17 36 48   17 36 48   17 36 48   17 36 48 	197 197 195  10 10 10     	20 20 20	0 0 0        	0 0 0       1.0    1.0       1.0    200     100    0		650.0   5.0		1.0   			30 20 0      50 50 50       0 0 0			000  048  020			54  59  65  192
// 5AM
34 72 96   34 72 96   34 72 96   34 72 96   100 100 105  10 10 10     	20 20 20	0 0 0        	0 0 0       1.0    1.0       1.0    200     100    0		650.0   5.0		1.0   			70 27 10     50 50 50       0 0 0			000  048  020			59  68  77  192
// 6AM
34 72 96   34 72 96   34 72 96   34 72 96   107 107 105  10 10 10     	20 20 20	0 0 0        	0 0 0       3.4    0.9       0.9    200     100    0		650.0   5.0		0.9 			100 34 25    50 50 50       0 0 0			000  048  020			62  72  77  192
// 7AM
34 72 96   34 72 96   34 72 96   34 72 96   197 197 195  40 40 40    		50 50 50	0 0 0        	0 0 0       2.5    0.7       0.8    80      80     0		650.0   5.0		0.8  			120 40 40    150 150 150    0 0 0			000  048  020			107 117 122 192
// 8AM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  40 40 40     	50 50 50	0 0 0        	0 0 0       2.5    0.5       0.7    80      50     40		650.0   5.0		0.7  			120 40 40    150 150 150    0 0 0			010  046  022			141 141 140 192
// 9AM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80        70 70 70		0 0 0        	0 0 0       2.0    0.5       0.7    80      50     80		650.0   5.0		0.7  			120 40 40    150 150 150    0 0 0			020  040  025			141 141 140 192
// 10AM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80        70 70 70		0 0 0        	0 0 0       1.0    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  150 150 150    0 0 0			030  038  030			141 141 140 192
// 11AM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80        70 70 70		0 0 0        	0 0 0       1.0    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  150 150 150    0 0 0			030  038  030			141 141 140 192
//
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB TopCloudRGB 	BottomCloudRGB		BlurRGB				WaterRGBA
// Midday
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70 	0 0 0        	0 0 0       1.0    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  150 150 150    0 0 0			030  038  030			141 141 140 255
// 1PM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70    0 0 0        	0 0 0		1.0    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  140 150 145    0 0 0			030  038  030			141 141 140 255
// 2PM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70	0 0 0        	0 0 0       1.5    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  140 150 145    0 0 0			030  038  030			141 141 140 192
// 3PM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70	0 0 0        	0 0 0       2.5    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  150 150 150    0 0 0			030  038  030			141 141 140 192
// 4PM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70	0 0 0        	0 0 0       2.8    0.5       0.7    80      50     120		650.0   5.0		0.7  			120 100 100  150 150 150    0 0 0			030  038  030			141 141 140 192
// 5PM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70	0 0 0        	0 0 0       3.0    0.7       0.8    80      50     80		650.0   5.0		0.7  			120 40 40    150 150 150    0 0 0			020  040  025			141 141 140 192
// 6PM
85 85 85   85 85 85   85 85 85   85 85 85   197 197 195  80 80 80       	70 70 70	0 0 0        	0 0 0       3.5    0.9       0.9    80      50     40		650.0   5.0		0.8  			120 40 40    150 150 150    0 0 0			020  040  025			141 141 140 192
// 7PM
34 72 92   34 72 92   34 72 92   34 72 92   197 197 195  80 80 80       	70 70 70	0 0 0        	0 0 0       3.5    1.0       1.0    80      50     0		650.0   5.0		0.9  			120 40 40    150 150 150    0 0 0			010  046  022			116 135 144 192
// 8PM
66 97 122  66 97 122  66 97 122  66 97 122  197 255 255  40 40 40         70 70 70	0 0 0        	0 0 0       2.0    1.0       1.0    80      80     0		650.0   5.0		1.0  			120 40 40    50 50 50       0 0 0			000  048  020			132 176 189 192
// 9PM
66 97 122  66 97 122  66 97 122  66 97 122  197 255 255  40 40 40         50 50 50  	0 0 0        	0 0 0       2.5    1.0       1.0    200     100    0		650.0   5.0		1.0  			100 34 25    50 50 50       0 0 0			000  048  020			132 176 189 192
// 10PM
66 97 122  66 97 122  66 97 122  66 97 122  197 197 195  40 40 40         50 50 50	0 0 0        	0 0 0       1.0    1.0       1.0    200     100    0		650.0   5.0		1.0   			70 27 10     50 50 50       0 0 0			000  048  020			161 176 189 192
// 11PM
34 72 96   34 72 96   34 72 96   34 72 96   197 197 195  40 40 40       	50 50 50	0 0 0        	0 0 0       1.0    1.0       1.0	200     100    0		650.0   5.0		1.0   			30 20 0      50 50 50      	0 0 0			000  048  020			60  69  74  192
//
///////////////////////////////////////////////////////////////////////////////////// FOGGY
//
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB TopCloudRGB BottomCloudRGB		BlurRGB				WaterRGBA
// Midnight
40 40 40   40 40 40   40 40 40   40 40 40   200 200 210  50 50 50     	50 50 50	10 10 0        10 0 0  	    1.0    1.0       1.0    60      50     0		150.0   -200.0 1.0   			30 20 0      0 0 0      0 0 0				030  030  032			120 120 125 192
// 1AM
40 40 40   40 40 40   40 40 40   40 40 40   200 200 214  50 50 50     	50 50 50	10 10 0        10 0 0       1.0    1.0       1.0    60      50     0		150.0   -200.0 1.0   			30 20 0      0 0 0      0 0 0				030  030  032			120 120 127 192
// 2AM
40 40 40   40 40 40   40 40 40   40 40 40   200 200 210  50 50 50     	50 50 50	10 10 0        10 0 0       1.0    1.0       1.0    60      50     0		150.0   -200.0 1.0   			30 20 0      0 0 0      0 0 0				030  030  032			120 120 125 192
// 3AM
40 40 40   40 40 40   40 40 40   40 40 40   200 200 210  50 50 50     	50 50 50	10 10 0        10 0 0       1.0    1.0       1.0    60      50     0		150.0   -200.0 1.0   			30 20 0      0 0 0      0 0 0				030  030  032			120 120 125 192
// 4AM
40 40 40   40 40 40   40 40 40   40 40 40   200 200 210  50 50 50     	50 50 50	10 10 0        10 0 0       1.0    1.0       1.0    60      50     0		150.0   -200.0 1.0   			30 20 0      0 0 0      0 0 0				030  030  032			120 120 125 192
// 5AM
40 40 40   40 40 40   40 40 40   40 40 40   200 200 210  50 50 50     	50 50 50	10 10 0        10 0 0       1.0    1.0       1.0    60      50     0		150.0   -200.0 1.0   			70 27 10     0 0 0      0 0 0				030  030  032			120 120 125 192
// 6AM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 210  50 50 50     	50 50 50	10 10 0        10 0 0       3.4    0.9       0.9    60      50     0		150.0   -200.0 0.75 			100 34 25     0 0 0      0 0 0				030  030  032			128 128 125 192
// 7AM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 210  50 50 50    		50 50 50	10 10 0        10 0 0       2.5    0.7       0.8    60      50     0		150.0   -200.0 0.6  			120 40 40     0 0 0      0 0 0				030  030  032			128 128 125 192
// 8AM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  100 100 100     100 100 100	10 10 0        10 0 0       2.5    0.5       0.7    60      50     40		150.0   -100.0 0.5  			120 40 40     0 0 0      0 0 0				030  030  032			128 128 128 192
// 9AM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  130 130 130     130 130 130	10 10 0        10 0 0       2.0    0.5       0.7    60      50     50		190.0   -50.0  0.4  			120 40 40     0 0 0      0 0 0				030  030  032			128 128 128 192
// 10AM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  130 130 130     130 130 130	10 10 0        10 0 0       1.0    0.5       0.7    60      50     60		220.0   -50.0  0.3  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
// 11AM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  180 180 180     180 180 180	10 10 0        10 0 0       1.0    0.5       0.7    60      50     60		250.0   -50.0  0.3  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
//
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB TopCloudRGB BottomCloudRGB		BlurRGB				WaterRGBA
// Midday
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  180 180 180    	180 180 180	10 10 0        10 0 0       1.0    0.5       0.7    60      50     60		250.0   -30.0  0.3  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
// 1PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  180 180 180    	180 180 180	10 10 0        10 0 0       1.0    0.5       0.7    60      50     60		250.0   -30.0  0.3  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
// 2PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  180 180 180    	180 180 180	10 10 0        10 0 0       1.5    0.5       0.7    60      50     60		250.0   -30.0  0.3  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
// 3PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  180 180 180    	180 180 180	10 10 0        10 0 0       2.5    0.5       0.7    60      50     60		250.0   -30.0  0.3  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
// 4PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 215  180 180 180    	180 180 180	10 10 0        10 0 0       2.8    0.5       0.7    60      50     60		250.0   -30.0  0.4  			120 100 100   0 0 0      0 0 0				030  030  032			128 128 128 192
// 5PM
40 40 40   40 40 40   40 40 40   40 40 40   215 213 210   180 180 180    180 180 180	10 10 0        10 0 0       3.0    0.7       0.8    60      50     50		200.0   -50.0  0.5  			120 40 40     0 0 0      0 0 0				030  030  032			128 127 125 192
// 6PM
40 40 40   40 40 40   40 40 40   40 40 40   215 215 210  130 130 130     130 130 130	10 10 0        10 0 0		3.5    0.9       0.9    60      50     40		190.0   -60.0  0.6  			120 40 40     0 0 0      0 0 0				030  030  032			128 128 125 192
// 7PM
40 40 40   40 40 40   40 40 40   40 40 40   205 205 207  100 100 105     100 100 105	10 10 0        10 0 0    	3.5    1.0       1.0    60      50     0		150.0   -70.0  0.75 			120 40 40     0 0 0      0 0 0				030  030  032			123 123 124 192
// 8PM
40 40 40   40 40 40   40 40 40   40 40 40   204 202 207  100 100 105     100 100 100	10 10 0        10 0 0     	2.0    1.0       1.0    60      50     0		150.0   -80.0  1.0  			120 40 40     0 0 0      0 0 0				030  030  032			122 121 124 192
// 9PM
40 40 40   40 40 40   40 40 40   40 40 40   205 202 207  80 80 80        80 80 80	10 10 0        	   10 0 0       2.5    1.0       1.0	60      50     0		150.0   -100.0 1.0  			100 34 25     0 0 0      0 0 0				030  030  032			123 121 124 192
// 10PM
40 40 40   40 40 40   40 40 40   40 40 40   205 208 200  60 60 60        60 60 60	10 10 0            10 0 0       1.0    1.0       1.0	60      50     0		150.0   -100.0 1.0   			70 27 10      0 0 0       0 0 0				030  030  032			123 124 120 192
// 11PM
40 40 40   40 40 40   40 40 40   40 40 40   205 205 200  50 50 50      	50 50 50  	10 10 0        10 0 0       1.0    1.0       1.0	60      50     0		150.0   -100.0 1.0   			30 20 0       0 0 0       0 0 0				030  030  032			123 122 120 192
//////////////////////////////////////////////// EXTRASUNNY
// Amb     Amb_Obj    Amb_bl     Amb_Obj_bl	Dir          Sky top			Sky bot		SunCore 		SunCorona   SunSz  SprSz	SprBght Shdw LightShd  PoleShd 	FarClp 	 FogSt 	LightOnGround	LowCloudsRGB TopCloudRGB BottomCloudRGB		BlurRGB				WaterRGBA
// Midnight
55 55 45   55 55 45   55 55 45   55 55 45   255 255 255  0 0 5			05 05 05	255 255 0       5 0 0       1.0    1.0      1.0		200     100    0		2000.0	 100.0	1.0				30 20 0		23 32 33	3 3 3     			056  038  000			85  85  65  192
// 1AM
